LivingArea,NumBedrooms,Pool,ListPrice,DwellingType
1296,4,None,125000,Single Family - Detached
2026,4,None,137000,Single Family - Detached
1655,2,Community,419900,Apartment Style/Flat
1350,2,Community,139900,Gemini/Twin Home
2078,4,Private,179900,Single Family - Detached
1940,3,Private,274900,Single Family - Detached
2424,4,Private,199900,Single Family - Detached
1572,3,None,295888,Single Family - Detached
2906,4,None,215000,Single Family - Detached
1140,2,Community,114900,Townhouse
1208,3,Private,212000,Single Family - Detached
2614,4,Community,499000,Single Family - Detached
1725,3,Private,205000,Single Family - Detached
1650,3,None,178800,Single Family - Detached
1689,3,Community,239000,Single Family - Detached
1350,3,None,169900,Single Family - Detached
3550,4,Private,1250000,Single Family - Detached
1845,3,None,139900,Single Family - Detached
2220,3,Community,379000,Single Family - Detached
1100,3,Community,119000,Mfg/Mobile Housing
1516,3,None,189900,Single Family - Detached
1080,2,None,199000,Single Family - Detached
2100,3,None,269900,Townhouse
2074,3,Private,315000,Single Family - Detached
1419,3,Community,1150,Single Family - Detached
2501,3,None,273900,Single Family - Detached
3037,3,None,610000,Single Family - Detached
1534,3,None,209000,Single Family - Detached
2014,4,Private,282500,Single Family - Detached
1758,3,None,74900,Single Family - Detached
2071,4,Private,349900,Single Family - Detached
1202,3,Community,110000,Single Family - Detached
4565,5,None,664990,Single Family - Detached
4400,6,None,698880,Single Family - Detached
971,2,Community,69700,Townhouse
1310,3,None,130000,Single Family - Detached
2834,3,Private,360000,Single Family - Detached
1694,2,Community,130000,Townhouse
3864,7,None,222000,Single Family - Detached
1844,3,None,349900,Single Family - Detached
1416,3,None,144900,Single Family - Detached
1299,2,Community,176900,Townhouse
2273,3,Community,255000,Townhouse
1672,3,Community,199900,Single Family - Detached
1166,2,Community,132000,Patio Home
1420,3,Private,142000,Single Family - Detached
1439,3,None,229000,Single Family - Detached
1719,4,Private,224900,Single Family - Detached
3618,5,Private,779900,Single Family - Detached
3424,5,Private,429900,Single Family - Detached
2282,4,Private,405000,Single Family - Detached
850,3,None,144900,Single Family - Detached
3515,5,None,285000,Single Family - Detached
4600,4,Both Private & Community,1995000,Single Family - Detached
2290,4,Private,330000,Single Family - Detached
2636,4,Private,268000,Single Family - Detached
1526,3,None,139000,Single Family - Detached
1902,3,None,145000,Single Family - Detached
2851,4,None,199000,Single Family - Detached
2095,3,Private,192000,Single Family - Detached
1416,3,None,134000,Single Family - Detached
1899,3,Community,196900,Single Family - Detached
2872,4,None,184950,Single Family - Detached
1879,3,Private,208000,Single Family - Detached
1577,3,Community,189000,Single Family - Detached
1937,4,Private,150000,Single Family - Detached
2172,4,None,190000,Single Family - Detached
2171,4,None,285000,Single Family - Detached
3018,3,Both Private & Community,464000,Single Family - Detached
1320,3,Community,136900,Single Family - Detached
3217,5,None,187900,Single Family - Detached
2468,3,Both Private & Community,339900,Single Family - Detached
2962,3,Community,424900,Single Family - Detached
3124,4,Private,349900,Single Family - Detached
2080,4,Private,285900,Single Family - Detached
2745,3,Private,350000,Single Family - Detached
1404,3,Private,130000,Single Family - Detached
1534,3,None,152000,Single Family - Detached
2795,4,Private,425000,Single Family - Detached
1052,2,Community,122000,Gemini/Twin Home
3651,5,Both Private & Community,389000,Single Family - Detached
1820,3,None,235000,Single Family - Detached
1571,3,Both Private & Community,348900,Single Family - Detached
1532,4,None,175000,Single Family - Detached
3096,3,Private,519000,Single Family - Detached
1114,2,None,79500,Single Family - Detached
2373,4,Private,479500,Single Family - Detached
2820,5,Private,224900,Single Family - Detached
1728,3,None,158000,Single Family - Detached
1367,3,None,170000,Single Family - Detached
1124,2,None,150000,Single Family - Detached
3318,5,Private,473900,Single Family - Detached
1180,3,None,89900,Single Family - Detached
1147,2,Community,210000,Apartment Style/Flat
1908,3,Private,159900,Single Family - Detached
1509,3,None,127000,Single Family - Detached
1734,2,Community,379900,Townhouse
1570,3,Community,149000,Townhouse
2231,3,Private,424900,Single Family - Detached
1540,4,None,131950,Single Family - Detached
1529,3,None,240000,Single Family - Detached
2065,3,Community,314600,Apartment Style/Flat
3400,3,Private,925000,Single Family - Detached
2522,5,None,214900,Single Family - Detached
1473,3,None,259000,Single Family - Detached
1515,3,Private,237000,Single Family - Detached
1903,3,Community,210000,Single Family - Detached
5366,3,Community,1105500,Single Family - Detached
2428,3,Private,156500,Single Family - Detached
890,2,Community,159900,Townhouse
623,1,Community,64900,Single Family - Detached
3370,4,None,237500,Single Family - Detached
1079,3,None,90000,Single Family - Detached
1213,2,Community,265000,Townhouse
4464,5,Private,399999,Single Family - Detached
1643,3,None,195000,Single Family - Detached
3415,5,Private,439900,Single Family - Detached
1372,2,Community,98500,Mfg/Mobile Housing
1049,2,Community,138500,Patio Home
1213,3,None,179900,Single Family - Detached
1692,2,Community,297500,Apartment Style/Flat
2184,3,None,249800,Single Family - Detached
924,3,Community,75000,Townhouse
1516,3,None,124900,Single Family - Detached
2129,3,None,281000,Single Family - Detached
3585,5,Private,379000,Single Family - Detached
2024,4,None,142500,Single Family - Detached
2280,2,Community,717000,Townhouse
2888,4,Private,323000,Single Family - Detached
2008,3,Community,299990,Single Family - Detached
2740,4,None,334900,Single Family - Detached
2162,4,None,230000,Single Family - Detached
1350,2,None,210000,Single Family - Detached
1904,2,Community,256750,Single Family - Detached
3656,4,Both Private & Community,899000,Single Family - Detached
1626,2,Community,179900,Townhouse
3077,4,None,229900,Single Family - Detached
2256,4,None,239990,Single Family - Detached
1032,2,Community,95000,Patio Home
1464,3,Community,125000,Single Family - Detached
1200,2,Community,145900,Apartment Style/Flat
1940,3,None,299000,Single Family - Detached
3398,5,Private,395000,Single Family - Detached
2472,3,Private,310000,Single Family - Detached
1284,2,Community,169900,Single Family - Detached
1092,3,None,145000,Single Family - Detached
1530,3,None,160000,Single Family - Detached
2443,3,None,230000,Single Family - Detached
4111,4,Private,789000,Single Family - Detached
2262,3,Private,384900,Single Family - Detached
2229,5,None,188900,Single Family - Detached
1210,3,Community,144499,Townhouse
3207,4,None,222000,Single Family - Detached
1852,4,None,125000,Single Family - Detached
5088,4,None,865000,Single Family - Detached
2546,4,Community,258500,Single Family - Detached
1984,4,None,179900,Single Family - Detached
2038,4,None,160000,Single Family - Detached
2157,3,Community,309000,Townhouse
1827,3,Private,225000,Single Family - Detached
1430,3,None,120000,Single Family - Detached
1113,2,Community,175000,Apartment Style/Flat
2894,4,Private,562500,Single Family - Detached
1282,3,None,119900,Single Family - Detached
2154,2,Community,329750,Single Family - Detached
1681,2,None,110000,Mfg/Mobile Housing
2380,4,Community,270000,Single Family - Detached
3611,4,None,394500,Single Family - Detached
2066,3,None,329000,Single Family - Detached
2267,3,None,449000,Single Family - Detached
2054,4,None,219990,Single Family - Detached
3292,4,None,372900,Single Family - Detached
1065,3,None,115000,Single Family - Detached
2550,4,None,189900,Mfg/Mobile Housing
2701,4,Community,242500,Single Family - Detached
2550,4,None,259900,Mfg/Mobile Housing
2714,4,None,334900,Single Family - Detached
7200,4,Private,2699000,Single Family - Detached
1460,3,Community,147900,Townhouse
1883,4,None,139900,Single Family - Detached
1488,3,Community,184900,Single Family - Detached
1718,3,None,136200,Single Family - Detached
960,2,Community,100580,Townhouse
1650,2,Community,149000,Single Family - Detached
2107,3,None,275000,Single Family - Detached
2150,3,None,172500,Single Family - Detached
2927,4,Private,309000,Single Family - Detached
1870,2,Community,279900,Single Family - Detached
1185,2,None,138900,Patio Home
1623,3,None,214900,Single Family - Detached
1399,3,None,50000,Single Family - Detached
2516,3,Community,500000,Single Family - Detached
3284,3,Private,487000,Single Family - Detached
1847,3,Community,144900,Single Family - Detached
2357,4,Community,299900,Single Family - Detached
1140,2,Community,114900,Townhouse
1419,2,Community,105000,Gemini/Twin Home
3400,3,Both Private & Community,449000,Single Family - Detached
1325,3,None,174800,Single Family - Detached
2956,3,None,470000,Single Family - Detached
3223,4,None,307990,Single Family - Detached
2041,3,Community,150000,Gemini/Twin Home
1410,3,None,265000,Single Family - Detached
1021,3,None,149900,Single Family - Detached
2945,4,None,330000,Single Family - Detached
3842,6,Private,494000,Single Family - Detached
2251,4,None,249900,Single Family - Detached
1866,4,None,169900,Single Family - Detached
2296,4,Private,274900,Single Family - Detached
1404,3,Private,160000,Single Family - Detached
3064,4,Private,289900,Single Family - Detached
1102,3,Private,85500,Single Family - Detached
4022,5,None,335990,Single Family - Detached
1974,4,None,142575,Single Family - Detached
1917,2,Community,334900,Single Family - Detached
1430,3,None,135000,Single Family - Detached
3617,4,None,320990,Single Family - Detached
1892,4,None,239900,Single Family - Detached
2861,4,None,325000,Single Family - Detached
1792,3,None,140000,Mfg/Mobile Housing
1400,2,Community,205000,Gemini/Twin Home
1734,3,Private,275000,Single Family - Detached
3474,5,Community,415000,Single Family - Detached
2016,4,None,185000,Mfg/Mobile Housing
3034,4,None,529900,Single Family - Detached
1710,3,None,155000,Single Family - Detached
1416,3,Community,124900,Single Family - Detached
2484,3,Private,425000,Single Family - Detached
1412,3,None,284900,Single Family - Detached
1460,3,None,77500,Single Family - Detached
1276,3,None,95900,Single Family - Detached
1147,2,Community,176000,Apartment Style/Flat
1904,4,Private,164500,Single Family - Detached
1755,4,Community,145350,Single Family - Detached
1791,3,None,289000,Single Family - Detached
1402,4,None,100000,Single Family - Detached
1766,3,None,138900,Single Family - Detached
2999,3,None,650000,Single Family - Detached
1895,3,None,189990,Single Family - Detached
1347,3,None,129000,Single Family - Detached
2278,4,Private,214500,Single Family - Detached
1470,4,None,75000,Single Family - Detached
638,1,Community,30000,Apartment Style/Flat
1854,3,Private,182977,Single Family - Detached
1584,2,Community,189999,Single Family - Detached
5014,8,Private,534500,Single Family - Detached
1576,3,None,189800,Single Family - Detached
2628,5,Private,479500,Single Family - Detached
1402,3,None,175900,Single Family - Detached
2488,4,Private,399000,Single Family - Detached
1568,2,Community,245000,Single Family - Detached
784,2,Community,75000,Mfg/Mobile Housing
3468,4,None,349990,Single Family - Detached
2069,4,None,260000,Single Family - Detached
2467,4,Community,249900,Single Family - Detached
1772,3,None,234749,Single Family - Detached
2451,3,None,269900,Single Family - Detached
2302,3,None,359551,Single Family - Detached
696,1,Community,74900,Apartment Style/Flat
1569,4,None,80000,Mfg/Mobile Housing
2881,4,None,253987,Single Family - Detached
1716,3,None,174900,Single Family - Detached
3748,5,None,367990,Single Family - Detached
1968,3,Community,170000,Townhouse
1400,2,None,65000,Mfg/Mobile Housing
2909,4,None,399802,Single Family - Detached
3046,5,None,339900,Single Family - Detached
1512,4,None,94900,Single Family - Detached
2341,4,Private,225000,Single Family - Detached
2553,3,Private,620000,Single Family - Detached
3542,3,Both Private & Community,799000,Single Family - Detached
3349,5,None,343990,Single Family - Detached
2335,4,Private,248900,Single Family - Detached
1598,4,None,179900,Single Family - Detached
1440,3,None,298000,Single Family - Detached
1428,3,None,210000,Single Family - Detached
2210,4,Private,277900,Single Family - Detached
1092,2,Community,107500,Apartment Style/Flat
1936,2,Community,195000,Single Family - Detached
3520,5,None,569900,Single Family - Detached
2346,4,Private,190000,Single Family - Detached
2034,3,None,235000,Single Family - Detached
1039,2,Community,65000,Apartment Style/Flat
6303,5,Private,1500000,Single Family - Detached
932,2,Community,85000,Townhouse
2400,3,None,304900,Single Family - Detached
1353,3,Private,144896,Single Family - Detached
4929,6,None,549990,Single Family - Detached
1500,3,Private,199900,Single Family - Detached
1961,5,None,349700,Single Family - Detached
